name;rating;min_price;rating.quality_of_sleep;rating.location;rating.service;rating.cleanness;rating.meal;lon;lat;id
Апартаменты на улице Сурнова 30/6;;2613;;;;;;104.29109;52.311653;10850482_ostrovok
Апартаменты 2к квартира на областной больнице;;3193;;;;;;104.2974;52.222134;11193098_ostrovok
Апартаменты Пятый элемент;;3358;;;;;;104.24519;52.282475;11200604_ostrovok
Апартаменты на улице Карла Либкнехта 116;;3500;;;;;;104.310776;52.278732;10850407_ostrovok
Квартира на Дальневосточной 106;;2485;;;;;;104.31339;52.255547;11163167_ostrovok
Квартира Cushy Karl Apart;;2911;;;;;;104.289024;52.285484;11200846_ostrovok
Апартаменты на Политехе;;1892;;;;;;104.26018;52.264496;11028219_ostrovok
Рантье на улице Байкальская;;3250;;;;;;104.322945;52.26026;10850877_ostrovok
Квартира на Байкальской 234В;;1956;;;;;;104.32528;52.252747;11163169_ostrovok
Sibhome 38 (Сибхоум 38) на улице Депутатская 87/9;;2700;;;;;;104.34383;52.26534;11167811_ostrovok
Квартира Territory for life на Розы Люксембург;9.7;3658;;10;9;10;;104.150665;52.35627;10578203_ostrovok
Гостевой Дом на Звездинской;7.62;2890;;7.909090909;7.909090909;7.818181818;7.142857143;104.25609;52.27347;6827039_ostrovok
Высота 38 на улице 30-й Иркутской Дивизии;;5250;;;;;;104.33494;52.267403;10850854_ostrovok
Квартира на Байкальской;;3236;;;;;;104.33085;52.25629;10798144_ostrovok
Отель Центр отдыха Лагуна;7.984210526;2539;;7.473684211;8.052631579;7.947368421;4.5;104.308266;52.229546;8408474_ostrovok
Апартаменты 2к апартаменты на СибЭкспоЦентре;;3784;;;;;;104.35468;52.254402;11199847_ostrovok
Апартаменты льдинка;9.3;3494;;9;9;10;;104.338036;52.269367;11171395_ostrovok
Апартаменты Kievskaya 19;;2700;;;;;;104.29076;52.279568;10677546_ostrovok
Апартаменты на улице Дальневосточная 29/4;;3104;;;;;;104.3009;52.262505;10850417_ostrovok
Апартаменты Великолепная Студия у ж/д  Вокзала;9.8;2688;;9;10;10;;104.25374;52.284508;10360286_ostrovok
Апартаменты Центр Города Тедди;9.3;2565;;10;10;8;;104.25779;52.253113;10457577_ostrovok
Апартаменты Аэропорт Иркутск 1км;7.65;2240;;8.5;8.5;6.5;;104.34865;52.28141;10010820_ostrovok
Апартаменты Иркутск на улице Седова;;3104;;;;;;104.30366;52.268963;10055757_ostrovok
Коттедж в Лесном;8.5;22407;;10;10;10;;104.32992;52.33211;11177963_ostrovok
Twin City (Твин Сити);;3295;;;;;;104.30978;52.26262;11195046_ostrovok
Sibhome 38 (Сибхоум 38) на улице Красноказачья;7.2;3660;;7;6;7;;104.32152;52.277466;10451777_ostrovok
Апартаменты на проезде Юрия Тена 10;;3031;;;;;;104.25751;52.25345;11198695_ostrovok
Апартаменты возле Баргузина;;5826;;;;;;104.31061;52.26684;9991758_ostrovok
Апартаменты на улице Марата;;2969;;;;;;104.27455;52.289192;10850488_ostrovok
Апартаменты на набережной Верхняя 145/8;;3125;;;;;;104.30844;52.25726;10850485_ostrovok
Гостиница У Истока;6.323076923;3000;;7.428571429;7.285714286;7.714285714;7.333333333;104.36322;52.252934;7675302_ostrovok
Квартира Студия на Якоби;10;3883;;10;10;10;;104.31484;52.226093;11164437_ostrovok
Apartaments PREMIUM on Deputatskaya str., 47/2;;2435;;;;;;104.32429;52.268852;10055671_ostrovok
Квартира Трудовая 56/3;5.2;2360;;4;5.5;5;10;104.31842;52.272205;10002267_ostrovok
Апартаменты на переулке Гершевича;;2834;;;;;;104.27713;52.289795;10850486_ostrovok
Апартаменты на улице Советская;7.8;2875;;8;10;5;;104.345345;52.28028;10850423_ostrovok
Квартира Евро 2-комнатная на Красноказачья 76 КакДома;;2270;;;;;;104.32706;52.26724;10490029_ostrovok
Апартаменты на улице Дальневосточная 29/1;;2816;;;;;;104.30003;52.261845;10850481_ostrovok
Апартаменты Шалфей;;3585;;;;;;104.338;52.270794;11196031_ostrovok
София;;1800;;;;;;104.21751;52.36178;9079559_ostrovok
Апартаменты на Микрохирургии Глаза 7;10;2270;;10;10;10;10;104.28577;52.235703;11162807_ostrovok
Юпитер;;3000;;;;;;104.30714;52.30965;9987415_ostrovok
Хостел Riverside;9.4;2251;;8.666666667;10;9.666666667;;104.32453;52.25251;8754956_ostrovok
Rasko Design Home (Раско Дизайн Хоум) на улице 4-я Железнодорожная;;3432;;;;;;104.24505;52.28308;10055434_ostrovok
Апартаменты City Center;6.775;4481;;7;6;6.5;1;104.301895;52.268845;10162366_ostrovok
Rasko Design Home (Раско Дизайн Хоум) в микрорайоне Юбилейный;;2856;;;;;;104.2974;52.222134;11167810_ostrovok
Квартира на Мамина Сибиряка;9.833333333;2335;;9.666666667;10;10;;104.235146;52.261814;11200840_ostrovok
Апартаменты Рябикова 21а;;3500;;;;;;104.20845;52.26766;10199141_ostrovok
Квартира Гладь;;2727;;;;;;104.29683;52.222008;10675379_ostrovok
SweetHome (СвитХоум) на улице Можайская;7.333333333;3649;;8.666666667;7.666666667;7;;104.35894;52.27612;10153552_ostrovok
Апартаменты на Ядринцева;;4322;;;;;;104.33476;52.277695;11173817_ostrovok
Квартира На Улице Юрия Тена 10;;2441;;;;;;104.25751;52.25339;11200815_ostrovok
Apartments in the residential district Yubileyny 117/1;;2425;;;;;;104.29849;52.222385;11198763_ostrovok
Arenda38 (Аренда38) в микрорайоне Первомайский;;3021;;;;;;104.24074;52.25797;10850849_ostrovok
с кондиционером (остановка Депутатская);;2270;;;;;;104.328156;52.26694;10572814_ostrovok
Квартира на Микрохирургии Глаза;6.9;2390;;9;7;8;;104.284065;52.236607;9993433_ostrovok
Апартаменты Diaday 31-1;;3000;;;;;;104.31083;52.267227;10575649_ostrovok
Апартаменты на улице Безбокова 32/12;;9490;;;;;;104.30155;52.23543;11204240_ostrovok
Апартаменты на улице Сурнова 30/3;;2737;;;;;;104.29065;52.312054;10850483_ostrovok
Апартаменты Видовая Студия Ангара;;2672;;;;;;104.305016;52.26325;11193091_ostrovok
Апартаменты на улице Мамина-Сибиряка 31;;2899;;;;;;104.23515;52.2618;11198725_ostrovok
Квартира Студия, 37 м?, 9/9 эт.;;3206;;;;;;104.31906;52.26252;10847766_ostrovok
Апартаменты Центр города;;3590;;;;;;104.25856;52.251907;10625453_ostrovok
Апартаменты Двухкомнатные в Центре 9 ночей;;3158;;;;;;104.3104;52.27924;11193035_ostrovok
Апартаменты на улице Сурнова;;4080;;;;;;104.29296;52.311916;9987413_ostrovok
Апартаменты Луна рядом с Политехом на 2 гостя;7.4;2649;;7;5;8;;104.25183;52.2537;10461644_ostrovok
Высота 38 на улице Безбокова;;3250;;;;;;104.303894;52.23533;10850848_ostrovok
Апартаменты на улице Култукская 18;;3479;;;;;;104.296555;52.27193;11204244_ostrovok
Студия на Депутатской 84/1;;2270;;;;;;104.328766;52.264477;10477833_ostrovok
Квартира  Irkroom Крылатый;;2937;;;;;;104.34299;52.26678;10852900_ostrovok
Квартира Евро 2-комнатная на Депутатской 51 КакДома;;2610;;;;;;104.325005;52.26809;10292310_ostrovok
Апартаменты Океан Стильная Студия у 130 Квартала;;3349;;;;;;104.30361;52.271614;10214954_ostrovok
Апартаменты в микрорайоне Крылатый 22/2;;3163;;;;;;104.34072;52.26644;11204239_ostrovok
Квартира Евродвушка на Южной;10;3365;;10;10;10;;104.30403;52.235394;11164436_ostrovok
Квартира 1-комнатная 48 м?, 14/19 эт.;;3092;;;;;;104.33434;52.27228;10849902_ostrovok
Апартаменты на улице Трилиссера 22;;3235;;;;;;104.3045;52.27162;10850477_ostrovok
Апартаменты на улице Семена Лагоды;;2952;;;;;;104.30157;52.261375;11204243_ostrovok
Квартира ЖК Квартал;;3833;;;;;;104.29722;52.27233;11171579_ostrovok
Апартаменты на улице Лебедева-Кумача;;4982;;;;;;104.303764;52.271214;11198734_ostrovok
Апартаменты  Andersen;;4108;;;;;;104.33486;52.272205;11200039_ostrovok
Апартаменты Медовый лофт;10;3983;;10;10;10;10;104.336876;52.27141;11182274_ostrovok
Апартаменты на Атласова;;2915;;;;;;104.3266;52.26418;11199163_ostrovok
Квартира Просторная видовая 2к на 15 этаже в Центре Иркутска;;4730;;;;;;104.30114;52.27374;11205823_ostrovok
Апартаменты на улице Пискунова;;3125;;;;;;104.33676;52.270004;10850515_ostrovok
Sibhome 38 (Сибхоум 38) на улице Советская;9;2688;;5;10;10;;104.315994;52.27818;10163963_ostrovok
Апартаменты Рябикова 36/5;;2300;;;;;;104.2115;52.26112;10199142_ostrovok
Апартаменты на улице Осипенко 13;;4982;;;;;;104.27109;52.28815;11198761_ostrovok
Апартаменты на улице Красногвардейская 20/4;;2737;;;;;;104.309814;52.287678;10850480_ostrovok
Апартаменты на улице Депутатская 53;;3479;;;;;;104.325325;52.267612;11204241_ostrovok
Апарт-отель King Dom;6.816666667;3902;;6.166666667;5.833333333;8;;104.16112;52.347416;10578791_ostrovok
Апартаменты на улице Дальневосточная 116;;3479;;;;;;104.316154;52.25455;11204237_ostrovok
Апартаменты на улице Байкальская 208;;4175;;;;;;104.32831;52.257137;11198724_ostrovok
Апартаменты на улице Депутатская 87/9;;3585;;;;;;104.34383;52.26534;11204234_ostrovok
Отель Амурский;8.7;36000;;9;9;9;6.333333333;104.28177;52.280666;9079548_ostrovok
КакДома на улице Пискунова 148/5;;2902;;;;;;104.33676;52.270004;10850866_ostrovok
Квартира Уютная 2к комнатная квартира на Лермонтова;;3024;;;;;;104.257805;52.269653;10858729_ostrovok
Апартаменты на улице 30 Дивизии 26/4;;2750;;;;;;104.33579;52.267357;10850416_ostrovok
Апартаменты на улице 30 Дивизии 26/1;;2750;;;;;;104.334915;52.266945;10850414_ostrovok
КакДома на улице Пискунова 138;;2523;;;;;;104.33486;52.272205;10850871_ostrovok
Apartments on 29/1 Dalnevostochnay Street;;2684;;;;;;104.29997;52.261803;11205875_ostrovok
Апартаменты на Политехе 8;6.7;1892;;7;7;10;;104.26022;52.264694;11028220_ostrovok
Апартаменты на улице Зверева;;3750;;;;;;104.32814;52.26704;10850501_ostrovok
Arenda38 (Аренда38) на улице 25 Октября;;4861;;;;;;104.298225;52.27191;10850850_ostrovok
Апартаменты на улице Свердлова 13;;4982;;;;;;104.27716;52.283665;11198762_ostrovok
Apartments on 1/1 Tsimlyansky Street;;2789;;;;;;104.315254;52.25898;11205876_ostrovok
Апартаменты на Политехе 6;7.5;1986;;7;7;7;;104.26052;52.26504;11162806_ostrovok
Апартаменты на улице Красных Мадьяр 14;;5061;;;;;;104.296555;52.27193;11204242_ostrovok
Arenda38 (Аренда38) на улице Дальневосточная;;4073;;;;;;104.3229;52.25437;10850851_ostrovok
КакДома на улице Красноказачья;;2523;;;;;;104.32706;52.26724;10850869_ostrovok
Хостел Гостишка;10;750;;10;10;10;;104.28134;52.280552;10658264_ostrovok
Апартаменты на улице Фридриха Энгельса 12;;2861;;;;;;104.30428;52.284145;10850479_ostrovok
Квартира у Микрохирургии;;2592;;;;;;104.28019;52.23521;10668929_ostrovok
Апартаменты Бородина 7/4;;3554;;;;;;104.307755;52.22866;10172723_ostrovok
КакДома на улице Пискунова 148;;2523;;;;;;104.33687;52.268974;10850865_ostrovok
Квартира Благодать;10;2415;;10;10;10;;104.29683;52.222008;10675378_ostrovok
Sibhome 38 (Сибхоум 38) на Пискунова;;2700;;;;;;104.33817;52.269733;11167813_ostrovok
Апартаменты Золотая магнолия;;4481;;;;;;104.2458;52.283203;11182271_ostrovok
BetterThanHotel (ЛучшеЧемОтель) на улице Карла Либкнехта;;3505;;;;;;104.3171;52.269592;10453061_ostrovok
Планета;6.3;2500;;5;10;6;5;104.187965;52.345356;8850641_ostrovok
Апартаменты на улице Байкальская 293/3;;5000;;;;;;104.35842;52.257896;10850494_ostrovok
Апартаменты на улице Гоголя;;3496;;;;;;104.25771;52.27239;10850860_ostrovok
Апартаменты Центр Города в 5 минутах езды, размещение 5 гостей!;;3078;;;;;;104.25902;52.251804;10175390_ostrovok
Апартаменты на Терешковой;;6020;;;;;;104.25452;52.27922;9992238_ostrovok
Arenda38 (Аренда38) на улице Ядринцева;;3941;;;;;;104.33531;52.27488;10850855_ostrovok
Апартаменты Юрия Тена 15;;2500;;;;;;104.25567;52.254143;9997551_ostrovok
Апартаменты на проезде Юрия Тэна;;2750;;;;;;104.257866;52.253117;10850409_ostrovok
Сатурн;9;3000;;8;10;10;8;104.21406;52.343086;9291161_ostrovok
Апартаменты на улице Помяловского 8;;3031;;;;;;104.27729;52.23623;11198727_ostrovok
Apartments on Borodina street 7;;3021;;;;;;104.30647;52.22913;11205878_ostrovok
Apartments on Borodina street 4;;2578;;;;;;104.30576;52.22856;11205877_ostrovok
Отель Дом барона фон Таубе;;16500;;;;;;104.29263;52.287014;10621687_ostrovok
Дом в Лесном;;26362;;;;;;104.32992;52.33211;11204246_ostrovok
Отель ТриКита;8.976470588;2290;;9.117647059;8.882352941;9;6;101.628746;56.149746;9824733_ostrovok
Апартаменты Клубный Квартал;8.659259259;2937;;9.037037037;8.740740741;8.925925926;8.857142857;101.64935;56.150185;9081992_ostrovok
Апартаменты Студия 27;9.725;2688;;8.5;10;10;;101.73661;56.319458;10016184_ostrovok
Апартаменты Металлургов 21;10;2018;;10;10;10;;101.62216;56.17276;10092518_ostrovok
Апартаменты Зверева 4;10;2473;;10;10;10;;101.747444;56.31674;10479159_ostrovok
Апартаменты Иванова 27;9.85;2420;;9;10;10;;101.73661;56.319458;10440165_ostrovok
Шведка;6.225;1824;;10;8.5;7.5;3;101.619514;56.15268;8057982_ostrovok
Гостевой Дом Времена года;7.62;4175;;9.5;8.625;8.125;6.333333333;101.615036;56.15231;6511529_ostrovok
Hotel Taiga;8.05;5039;;9.8;9.6;9.6;6.666666667;101.621925;56.15637;6923154_ostrovok
Поделам в Братск на улице Мира 5;8.4;2322;;10;8;8;;101.61584;56.14895;10486235_ostrovok
Белый берег;;5368;;;;;;101.66028;56.157516;10844916_ostrovok
Мини-отель Люкс;9;7156;;9;7.666666667;9.333333333;9;101.73946;56.287647;8664797_ostrovok
Апартаменты на Южной 45;;1805;;;;;;101.62083;56.14575;10054704_ostrovok
Санаторий Солнечный;;2962;;;;;;101.66502;56.1727;6609405_ostrovok
Апартаменты Солнечная;10;2688;;10;10;10;;101.76359;56.306274;10172908_ostrovok
Поделам в Братск на улице Обручева;;2709;;;;;;101.623215;56.16188;10486231_ostrovok
Апартаменты на улице Володарского;;2040;;;;;;101.609276;56.159363;10850424_ostrovok
Апартаменты на улице Погодаева 9;;2888;;;;;;101.75804;56.307293;10211886_ostrovok
Апартаменты на улице Металлургов;;2584;;;;;;101.62196;56.172733;10850349_ostrovok
Апартаменты на Иванова 21;;2190;;;;;;101.736534;56.318512;10093493_ostrovok
Белый Берег;;6990;;;;;;101.66097;56.157047;11201966_ostrovok
Отель Луна;6.2;2000;;9;8;9;;101.61804;56.163895;9752435_ostrovok
Апартаменты на улице Мира 54;;2176;;;;;;101.62917;56.161316;10850281_ostrovok
Апартаменты на улице Обручева 6А;;2018;;;;;;101.620285;56.160053;10054706_ostrovok
Апартаменты на улице Южная;;2312;;;;;;101.62088;56.145794;10850350_ostrovok
Поделам в Братск на улице Курчатова;;2322;;;;;;101.63054;56.161858;10486232_ostrovok
Апартаменты на улице Обручева;;2584;;;;;;101.62017;56.160084;10850278_ostrovok
Поделам в Братск на улице Мира 50;;2451;;;;;;101.629265;56.160397;10486230_ostrovok
Поделам в Братск на улице Комсомольская;;2322;;;;;;101.6152;56.158558;10486233_ostrovok
Апартаменты на Мира 54;10;1699;;10;10;10;10;101.6295;56.161243;10054709_ostrovok
Поделам в Братск на бульваре Космонавтов;;2064;;;;;;101.63794;56.14734;10486236_ostrovok
Квартира  однокомнатная на Погодаева 6;;1493;;;;;;101.75533;56.309734;10859314_ostrovok
Квартира Status apartment;9.85;2672;;9.5;9.5;10;;101.74672;56.317383;11193000_ostrovok
Апартаменты на улице Мира 9;;2312;;;;;;101.61495;56.149292;10850384_ostrovok
Квартира Однокомнатная в Центре Энергетика;;1493;;;;;;101.76218;56.305584;10858696_ostrovok
Апартаменты на улице Гиндина 30;;2589;;;;;;101.739784;56.316856;10211262_ostrovok
Апартаменты Студия Близнецы;;2688;;;;;;101.7407;56.316837;10135016_ostrovok
Поделам в Братск на улице Муханова;;2580;;;;;;101.618904;56.17669;10486237_ostrovok
Beliy Bereg Country Club;;5837;;;;;;101.66097;56.157047;11201632_ostrovok
ИП  Дьяченко «У Георгия»;;3500;;;;;;114.230095;57.858114;315_passport
ИП Бабаева «Нарын-Кала»;;1250;;;;;;114.207116;57.85288;316_passport
«На Байкальской»;;1100;;;;;;114.199867;57.847975;317_passport
ИП Цзоу Юн Кхан «Изумруд»  гостевой дом;;1000;;;;;;114.197576;57.850907;318_passport
Hotel «Тайга»;;1600;;;;;;114.202759;57.846883;319_passport
«Байкал»;;1430;;;;;;99.66182;56.087369;537_passport
ИП Верхотуров Белые ночи;;1000;;;;;;108.009558;61.278961;330_passport
ИП Ковалев Угрюмрека;;1200;;;;;;108.01281;61.277085;331_passport
ИП Чигряй «Маяк»;;1000;;;;;;108.127237;57.771883;334_passport
ООО «Астория Сиб» «Эдэм»;;2900;;;;;;108.117149;57.774863;335_passport
ООО «Крестьянский торговый дом» «Три сосны»;;1000;;;;;;105.861129;53.981369;332_passport
ИП Тетерина «Империя»;;700;;;;;;105.883318;53.961778;333_passport
ООО гостиница «Ленатур»;;1250;;;;;;105.15031;54.809625;320_passport
Общежитие верхнее-ленского района водных путей и судоходства;;650;;;;;;105.165671;54.811643;321_passport
ИП Панченкова  «Теремок»;;3300;;;;;;99.637639;56.096385;536_passport
ОГБУ «Санаторий «Нагалык»;;1700;;;;;;105.312043;53.105752;104_passport
ООО «Рыбачий домик»;;1000;;;;;;103.033206;54.017982;103_passport
База отдыха «Ангара» МКУ «Центр развития образования города Свирска»;;492.85;;;;;;103.330458;53.230061;290_passport
ИП Варданян «ОЧАГ»;;450;;;;;;102.932235;53.174666;534_passport
Гостиница-кафе «Шаман»;;1250;;;;;;102.934193;53.176566;535_passport
ИП Сторожев Гостиница «Уда»;;1000;;;;;;99.035586;54.909504;345_passport
ИП Лютерович Гостиница;;1300;;;;;;99.045476;54.907651;346_passport
ИП Сиидова Гостиница «Хан»;;2500;;;;;;99.008403;54.919207;349_passport
Профилакторий «Истоки»;;1010;;;;;;99.028929;54.895051;350_passport
ИП Шукюров Гостиница «Полюс»;;1500;;;;;;99.032846;54.90512;351_passport
ИП Федосеев Гостиница «Магистраль»;;650;;;;;;99.04854;54.920703;352_passport
ИП Потапова Т.А. «Паллада»;;1440;;;;;;98.623448;55.552795;353_passport
ИП Жилинскас  « У Петра»;;1680;;;;;;98.620483;55.559695;354_passport
"Санаторий ""Нукутская Мацеста""";;2300;;;;;;102.706587;53.699674;100_passport
ООО «Дельта» «Звездочка»;;1400;;;;;;102.70868;53.70049;355_passport
«Тайга»;;3875;;;;;;107.452243;56.178839;325_passport
«Мария»;;850;;;;;;107.443062;56.176574;327_passport
ООО «Север строй» «Север»;;750;;;;;;107.440933;56.17683;328_passport
ООО «Империя»;;1000;;;;;;103.874092;53.391223;478_passport
ИП Котлярова М.В турбаза «Александровский пруд»;;650;;;;;;102.655015;53.336699;101_passport
ИП Иванова Н.М.;;1500;;;;;;102.787454;53.349945;102_passport
«Белые росы»;;700;;;;;;102.502221;53.552335;322_passport
ИП Галаутдинова «Фортуна»;;1000;;;;;;102.499831;53.571979;323_passport
"ООО гостиница ""МЕТЕЛИЦА""";;600;;;;;;101.534106;54.346328;338_passport
"ИП Купель ГОСТИНИЦА ""ЦЕНТРАЛЬНАЯ""";;650;;;;;;101.522015;54.353628;339_passport
ИП Макаренко «Трактовая»;;1300;;;;;;97.998993;55.912577;524_passport
ООО «Гарант» «Бирюса»;;2650;;;;;;98.002937;55.940881;525_passport
Общежитие дорожного центра обучения;;1093;;;;;;98.007033;55.941591;526_passport
Гостиница «Магнетит»;;2075;;;;;;104.123509;56.577481;340_passport
Санаторийпрофилакторий «Дружба»;;400;;;;;;104.115667;56.590226;342_passport
Гостинный двор;;605;;;;;;104.114292;56.584848;343_passport
ИП Волкова О.В. Рублевка;;2000;;;;;;104.125593;56.570514;344_passport
"ООО ""Исток""";;1700;;;;;;103.780945;53.153477;105_passport
ООО «Галута» База отдыха «Хайта»;;4000;;;;;;103.204595;52.807668;527_passport
База отдыха «Сосновый бор»;;550;;;;;;103.185192;52.865773;528_passport
База отдыха «Белая»;;1000;;;;;;103.185192;52.865773;529_passport
База отдыха «Песчаная»;;250;;;;;;103.369733;52.856443;530_passport
АО «Бизнес Центр Байкал»;;1200;;;;;;104.75312;52.805839;541_passport
ООО «Спектр»;;1400;;;;;;104.755402;52.786106;542_passport
ООО Гостиница «Центральная»;;1400;;;;;;100.578766;54.557814;291_passport
Комнаты отдыха для спортсменов  в спортивном комплексе «Шахтер»;;293;;;;;;100.602068;54.530813;292_passport
ИП Шенеман гостиница «Шенеман и семья»;;1710;;;;;;100.602167;54.528258;293_passport
ИП Деревнин Гостиница «Уютная»;;1200;;;;;;100.590076;54.574539;294_passport
Гостиница ООО «Верста»;;1100;;;;;;100.60585;54.532333;295_passport
ИП Кандалов Гостиница «Усолье»;;2300;;;;;;103.638679;52.757771;296_passport
ООО «Тонус», Гостиница «Луч»;;1200;;;;;;103.643701;52.759269;297_passport
Гостиничный комплекс в МБУ «Спортивный комплекс «Химик»;;250;;;;;;103.661622;52.737928;299_passport
ИП Аксаментова Гостиница «Елочка»;;1850;;;;;;103.656888;52.728288;300_passport
«Экспресс закусочная с гостиничным комплексом»;;2000;;;;;;103.633613;52.746226;301_passport
ООО Санаторий «Усолье»;;2740;;;;;;103.663922;52.759395;302_passport
Гостиница «Дом для приезжих»;;2850;;;;;;103.076909;53.141941;312_passport
МУП гостиница «Кедр»  ;;900;;;;;;103.081652;53.146661;313_passport
ИП Часовских Парк-отель «Shelest»;;2650;;;;;;103.073351;53.136739;314_passport
Гостиница «У Тиграна»;;1750;;;;;;103.658127;52.740175;298_passport
ООО «Тайга Игирма»  Гостиница «Тайга»;;2800;;;;;;103.92543;57.15215;341_passport
